User_ID,Tweet_ID,Tweet_Text
UID_2043132880031866227,TID_10795926769014430183,They freeze to make sure that we are warm. They protect to make sure that we feel safe. Can never thank you Jawaans enough. https://t.co/Do7wc5NfbGUdyqJwD5eL
UID_8869893107684278780,TID_6111763172265583517,"They freeze to make sure that we are warm. They protect to make sure that we feel safe. Can never thank you Jawaans enough
#motivation #iloveyou #safex #IndianArmy  #Leadership #Indian #Salute #Hearties https://t.co/4p2h8crbA5Nd2SI2FHmZ"
UID_10804104810481778186,TID_15164082762880177845,पाकिस्तान में तालिबानीयों की मदद से पहली मस्जिद अंतरिक्ष में लांच की गई हैं साथियों बधाइयां रूकनी नहीं चाहिए 😁😁😂😂 https://t.co/Qo1jklAr5uuhoiPfUT58
UID_8367003381714462844,TID_6325497729583141969,पाकिस्तान में तालिबानीयों की मदद से पहली मस्जिद अंतरिक्ष में लांच की गई हैं साथियों बधाइयां रूकनी नहीं चाहिए 😁😁😂😂 https://t.co/9w94Btgz6PL_ucSJgB:h
UID_11279284756447933955,TID_9983281512302990903,@hGj_5y2jLk5tKG5 @kNjNbCtZ पाकिस्तान में तालिबानियों की मदद से पहली मस्जिद अंतरिक्ष  में लांच की गई बधाइयां रुकनी नहीं चाहिए 🤣🤣🙄 https://t.co/NFSp-gxg2:JuCe04KTUG
UID_1763196906377885407,TID_2731634090502446394,तुम अफगानिस्तान में ही उलझे रहे उधर पाकिस्तान में अल्लाह के नेक बंदो ने तालिबानियों की मदद से पहली मस्जिद अंतरिक्ष  में लांच की गई...बधाइयां रुकनी नहीं चाहिए 😀👇* https://t.co/mzIxEtKkk8bMqcdQpUQI
UID_13654359522045600394,TID_7365162406443747825,"@bjkuZZejsFB @e7PW5YRkN1 पाकिस्तान में तालिबानियों की मदद से पहली मस्जिद अंतरिक्ष  में लांच की गई बधाइयां रुकनी नहीं चाहिए 🤣🤣🙄 
इन मुद्दों पर कुछ नही बोलेंगी, आतंकवाद सिर्फ हिंदुत्व में छिपा है, 
हिंदू इतने कट्टर हे तैमूर और ओरंगजेब को बदनाम कर दिया इतिहास में। https://t.co/e16zCheha_-9wrSBPapm"
UID_11680197149320721049,TID_4959422003475222880,पाकिस्तान में तालिबानीयों की मदद से पहली मस्जिद अंतरिक्ष में लांच की गई हैं साथियों बधाइयां रूकनी नहीं चाहिए 😁😁😂😂 https://t.co/:NeFdExiH:0YHMP8I:Os
UID_13068974702899979256,TID_759859470029350298,पाकिस्तान में तालिबानियों की मदद से पहली मस्जिद अंतरिक्ष  में लांच की गई बधाइयां रुकनी नहीं चाहिए 🤣🤣🙄 https://t.co/A34wJ5Bkv2GPY11WWHzV
UID_10438816273320369056,TID_14016972581219699343,"हम और आप अफगानिस्तान में ही उलझे रहे उधर पाकिस्तान में अल्लाह के नेक बंदो ने तालिबानियों की मदद से पहली मस्जिद अंतरिक्ष  में लांच की गई.

बधाइयां रुकनी नहीं चाहिए । 😂🤣🤣 https://t.co/gOfiDus8x_4YyruB_R3o"
UID_2291159061702494750,TID_16762067141887464907,"सुना है पाकिस्तान में तालिबानियों की मदद से पहली मस्जिद अंतरिक्ष  में लांच की गई बधाईयाँ रुकनी नहीं चाहिए 🤣🤣🙄 
#Afganisthan  #Talibani https://t.co/AfkCfNO20_Rh5fI0k_HO"
UID_4231972870895237565,TID_3432794320499060610,Horror started on Hindus Sadhu by the supporters of Jihadi *AAP &amp; Khalistan* https://t.co/xcjC98g2zNy8z4t4hsDK
UID_11534588218160852144,TID_10344524764026486327,"Kamala Harris started her first day in office as a Vice President of USA with mantras and pooja of sanatan  dharma ઓફ Lord Ganesha, Lord Hanuman and Godess Durga !👇"
UID_9020862882225427290,TID_1616729963938033327,"Kamala Harris started her first day in office as a Vice President of USA with mantras and pooja of sanatan  dharma ઓફ Lord Ganesha, Lord Hanuman and Godess Durga ! https://t.co/hbH8S8tePCiZIx2maalR"
UID_5407918225690890582,TID_8474227566939637998,"Kamala Harris started her first day in office as a Vice President of USA with mantras and pooja of sanatan  dharma ઓફ Lord Shiva, Lord Ganesha, Lord Hanuman and Godess Durga !👍👍👇👇👇 https://t.co/rQeVELlFFo1eoWwxbZLB"
UID_12854248647373307589,TID_154772841176482859,"@dCl6yQCwlmUbyV Kamala Harris started her first day in office as a Vice President(elect) of USA with mantras and pooja of sanatan  dharma ઓફ Lord Shiva, Lord Ganesha, Lord Hanuman and Godess Durga !"
UID_10864111256696841739,TID_4343220765281427000,"Kamala Harris started her first day in office as a Vice President of USA with mantras and pooja of sanatan  dharma ઓફ Lord Ganesha, Lord Hanuman and Godess Durga ! https://t.co/Lrx~dduetEvWyRnMHh3t"
UID_13143972983783750256,TID_4226500636826175329,@p_J8fXh भाजपा के कार्यकर्ता बंगाल के सुनहरे भविष्य का ट्रेलर दिखाते हुए ! https://t.co/EOYawMiJJEjuOdSAGrkH
UID_7442765977482374386,TID_274314894377272593,भाजपा के कार्यकर्ता बंगाल के सुनहरे भविष्य का ट्रेलर दिखाते हुए !🤣🤣😜😜@nKIfEBeFTZPsI_ @6WffZNK393fp @qroBPT4pr5xkLv @gpmiLJTnZT5 @fdV5k4RjpMC https://t.co/WIVPYGes9iJ2Q_Rd9:GF
UID_17007968500547781157,TID_7823246345812323690,"भाजपा के कार्यकर्ता बंगाल के सुनहरे भविष्य का ट्रेलर दिखाते हुए !
#4_साल_यूपी_बेहाल
 https://t.co/uGjpHZoCRpZJ43w9Qa_J"
UID_17931718170016036826,TID_10503811396901221729,"भाजपा के कार्यकर्ता बंगाल के सुनहरे भविष्य का ट्रेलर दिखाते हुए ! यह तो BJP के DNA में ही है अरे भाई हमारे UP में ही देखलो
#4_साल_यूपी_बेहाल @fl3485T56gRbMWg https://t.co/aRUllIJ6U:v8v7Kgvmeq"
UID_3510826001753957512,TID_4003860618464200712,भाजपा के कार्यकर्ता बंगाल के सुनहरे भविष्य का ट्रेलर दिखाते हुए ! https://t.co/5uI4vMbhXOymHOMan6C_
UID_15424367004831861556,TID_16968951274715814309,@g8aDzGq4R भाजपा मुख्यालय कोलकाता से बंगाल को #सोनार_बांग्ला बनाने का काम शुरु हो चुका है। https://t.co/gYv83PcfuILoMkQ7C8Rs
UID_10656307656982046745,TID_11134206099658370934,#4_साल_यूपी_बेहाल के बाद अब भाजपा के कार्यकर्ता बंगाल के सुनहरे भविष्य का ट्रेलर दिखाते हुए ! https://t.co/W6IBW4nO:IIzSqK7waEd
UID_17775758831897637254,TID_13840928689871871685,भाजपा के कार्यकर्ता बंगाल के सुनहरे भविष्य का ट्रेलर दिखाते हुए ! https://t.co/9F5KS6LtLI4uED3SmuH7
UID_12036779160369429426,TID_9337720794877934383,भाजपा के कार्यकर्ता बंगाल के सुनहरे भविष्य का ट्रेलर दिखाते हुए ! https://t.co/k0oUbiKoYOoUYqDKjrO0 #सोनार_बांग्ला
UID_6530513191643983966,TID_17871408111251096774,#4_साल_यूपी_बेहाल के बाद अब भाजपा के कार्यकर्ता बंगाल के सुनहरे भविष्य का ट्रेलर दिखाते हुए ! https://t.co/paLW1TuX2f-yG0heP4TI
UID_8596586002236791209,TID_16239575897542513833,भाजपा के कार्यकर्ता बंगाल के सुनहरे भविष्य का ट्रेलर दिखाते हुए ! https://t.co/pt6kDwBfRIjT:GyUs9MW
UID_418536573127437944,TID_1137478076449989055,@5xM453P6 भाजपा के कार्यकर्ता बंगाल के सुनहरे भविष्य का ट्रेलर दिखाते हुए ! https://t.co/JdzTM0AP7Vvf:ZMU01vE
UID_12740562579043654019,TID_4613280629463647238,भाजपा के कार्यकर्ता बंगाल के सुनहरे भविष्य का ट्रेलर दिखाते हुए ! https://t.co/2c3PZjw7zuhFx4fdPCC3
