,Tweet_ID,User_ID,Tweet_Text
18,TID_8588888705194689234,UID_4146712158681416574,"#الشعب_الامريكي_ضد_الحرب_على_غزة 
شاهد سيدة امريكية تعترض موكب ألرئيس الاميركي جو بايدن والشرطة تطرحها ارضاً.
تحية وتقدير لكل هؤلاء الإبطال الذين يكافحون بقوة من أجل فلسطين 🇵🇸 ومن أجل #غزة 
#بايدن_يقتل_اطفال_غزة 
#اسرائيل_تخسر_المعركة 
#اسرائيل_دولة_احتلال 
#جريمة_ابادة_جماعية https://t.co/D81dYeCR~yfFSJag_-vF"
19,TID_134158530478440434,UID_11739091932644558964,"ईआरसीपी के लिए प्रधानमंत्री जी ने वादा किया था जयपुर में, अजमेर में और वो अभी तक वादा निभा नहीं रहे हैं जबकि ईआरसीपी इतना महत्वपूर्ण है, ये कोई राजनीति का खेल नहीं है, वसुंधरा जी के वक्त में बनाई है ये, हम उसको आगे बढ़ा रहे हैं, ये खुशी होनी चाहिए कि हमने बंद नहीं किया उसको। https://t.co/WwBiYcEFRXvrSM1f:9x_"
20,TID_5842897040168221061,UID_10828491681105941523,हे भगवान ये मैं क्या सुन रही हूँ 😱😱😱 https://t.co/~l4HriM3xm1V6QLh8v1y
21,TID_17139551169003605505,UID_14978137642234802846,"Accounts of common youth who are doing tedious job of watching Instagram and Facebook 24x7 will automatically get Rs 8500 credited every month to their bank account....Takatak ... Takatak.

#WealthRedistributionPlan https://t.co/PkPS~C3K8Dh:8~-1stKa"
22,TID_80300343508586520,UID_497257543150643520,इंद्र मेघवाल की अंतिम यात्रा.. https://t.co/KfRQ4D9lKvg8bs:9hT0p
23,TID_1395712350616447254,UID_11092720129244758694,"Modi Hatao Desh Bacho 🔥 Best Ads 💪🔥

#KarnatakaElection2023 https://t.co/:_UeGhj20F_h2pJ7Hj7L"
24,TID_15391038864864744791,UID_7402932641230592753,"The IDF in Arabic:

Due to the lack of medical equipment and the lack of medical staff, it was decided to bomb the Baptist Hospital in Gaza and give them euthanasia death. https://t.co/78JV89v3K3k:p:ge8hYa"
25,TID_12356903233999290346,UID_7960570732487110919,"Indian Muslims in Haj praying for destruction of India. In Tamil the man is saying ""do dua for destruction of our country. Also do due for destruction of RSS and that BJP shouldn't win"".  @q_v pls cancel citizenship of these people.
Video credit: @h7oZQKkr5F_Zuv_ https://t.co/jjoLUGS~gqWUaAGuEanA"
26,TID_11964123049658309897,UID_9302604607152193774,"ये किसान हैं??

आंदोलनकारी खालिस्तानी भिंडरवाले की फोटो को शान से प्रस्तुत कर रहे हैं और देश के  प्रधान मंत्री मोदी जी का पुतला बनाकर उसे घसीट रहे हैं

सरकार को इन खालिस्तानियों का अब इलाज उसी तरह किया जाना चाहिए जैसे पहले हुआ था https://t.co/aP69gXLLO2M8TjX-l7z4"
27,TID_8902489719953467118,UID_5066959197901835846,"I've had credible replies that they are two separate incidents. The donkey with the Israel flag is from 2011 when Palestine was going for statehood at the UN. But, it is an image of derision.

The 2nd is a donkey burnt after being killed by an Israeli airstrike in 2014. https://t.co/8IGjaRhpGT_d4pLTJ8dR"
28,TID_424649690853942653,UID_6394329074332440120,तेलंगाना मे कलेक्टर कार्यालय का उद्घाटन । मौलवी द्वारा https://t.co/uSXYk6EYpf0RoGCqRm4K
29,TID_3943827916328459841,UID_6180875585614378300,Do you see him too? https://t.co/p-3P0EwTLXKbgsLe0ViU
30,TID_18108029741281142126,UID_6162400997795746884,"Chhatrapati Shivaji Maharaj descendant👉 Shahu Chhatrapati, Congress MP from Kolhapur holding his ears, seeking an apology from the local minority community for the anti-encroachments drive on historic Vishalghad.

Descendants keep shaming legacies in Maharashtra https://t.co/eDL3bwqOGySLAJI_Jxs6"
31,TID_1571430287232052542,UID_18073975885749667752,"#Elazığ'daki bir anaokulu, kız çocuklarının Kur'an-Kerim okumaya geçişini gelinlik ve türban giydirerek kutluyormuş. https://t.co/FuxIAM4cWbhU3UR8CC1J"
32,TID_10754013678948527194,UID_5738103343123188275,रुझान आने लगे है #फ्लॉप_हुई_पठान https://t.co/r:7f-Aufqf~21-Ib_aNk
33,TID_12955647898266868828,UID_18021047775578333929,"When your CM is Pegwant Mann 🥃 

😂😂 https://t.co/5rB01~BCVlESukIWdXUg"
34,TID_3541206421888411124,UID_4124766292234321396,"ایس پی صاحب اورنگی ڈویژن کی سربراہی میں ایس ایچ او پاکستان بازار نے کاروائی کرکے ملزم اسماعیل ولد ابراہیم کو گرفتار کیا۔

گرفتار ملزم کو مزید قانونی کاروائی کے لئے تفتیشی حکام کے حوالے کیا جائے گا۔

ترجمان ضلع ویسٹ پولیس https://t.co/IasNP7XjsCYDqGebFZEn"
35,TID_15828623321778248406,UID_8766756871623092560,"ఇక్కడ ఇచ్చిన ఎక్జిట్ పోల్స్ సర్వే సంస్థలు ఏవీ.. అల్లాటప్పా సంస్థలు కావు !!

గవర్నమెంట్ స్కీంస్ ప్రమోషన్స్ కోసమని 6 కోట్లు తీసుకున్న టైమ్స్ నౌ కూడా జగన్ టైం అయిపోయింది అని చెప్తోంది !!

తెలుగుదేశం కూటమికి మినిమం 108 నుండి మాక్సిమం 158 సీట్ల వరకు ఇచ్చాయి ఈ సర్వే సంస్థలు !!

So, say https://t.co/plvDft7z3ZSWdTL_L~mg"
36,TID_17778476127738075998,UID_7095988422622097157,ये तस्वीर अभी के किसान आंदोलन की नहीं है। कृपया इसे शेयर ना करें। ये तस्वीर जुलाई 2016 की है। तस्वीर में- Mohammad Imran Parray हैं। जो कश्मीर से हैं। चेहरे पर पैलेट गन के निशान हैं। जैसे अभी किसान आंदोलन के दौरान किसानों के शरीर पर मेडिकल जाँच में भी प्रूव हुए। https://t.co/Y-OJD_quNHu~XnCMk4rz
37,TID_7511003505751130231,UID_6185291067465609447,ایون فیلڈ تازہ ترین https://t.co/lNG8ffRaMv14fLaXz~_K
38,TID_12772452982539774306,UID_5473959460079121363,"Thank you @bhQoaWtbVHy for your kind consideration towards the people of India but don’t u worry our government has taken enough precautions over last few weeks not to make full tank of fuel even a remote possibility 🙀
#FuelPriceHike #PetrolDieselPrice https://t.co/avLMvqJC3pk8pKfBRpwk"
39,TID_3948471359686965602,UID_12628923836754874611,"विकास पाठक ने अपनी माँ-ज्योति पाठक से शादी करके बीबी बना लिया...

ये ट्विट Repost करके उन अंधभक्तों तक पहुंचाए जो हलाला पर गलत बयानबाजी करते है... https://t.co/rYtkyh_ly70n9uW7OqC4"
40,TID_11182827930507674461,UID_8511600536579613721,"@thBMLFdf9uIB7uz @no4V8Ahh77Ji @q_Eu4 @iGIwqVRgcq @o3P4IL केदारनाथ धाम पैदल मार्ग पर श्रद्धालुओं के साथ मारपीट करने वाले घोड़ा खच्चर संचालकों के विरुद्ध कोतवाली सोनप्रयाग पर मुकदमा दर्ज कर गिरफ्तार कर लिया गया है।
https://t.co/rM8YcaFoVZ1Hf6KqQNnL"
41,TID_6463593887501000936,UID_1090406016431067805,"राम राम.. :( हे राम.
भाजपाईयों से बेटियाँ बचाओ."
42,TID_5906102171709502966,UID_15657106980100469304,"बांग्लादेश में लड़कियों की हालत देखिए, जो  हिंदू लड़कियां बिना बुर्के के सड़क पर चल रही हैं, उन्हें  कैसे एक कट्टर जिहादी मुस्लिम युवक बीच सड़क पर उनकी पिटाई कर रहा है 
इससे पहले ये सब भारत में हो जग जाओ आलसियों https://t.co/6VkI_UXY_CL-sfP6sf~X"
43,TID_3877447243444939300,UID_1436530283170074371,"यमुनानगर जगाधरी हरियाणा 

एक शख्स  डिस्टिक कोर्ट में जज साहब को ही मारने लगा क्योंकि वह न्याय से संतुष्ट नहीं था https://t.co/GHzAGAuy8udVHZL8I6ue"
44,TID_9603585960384243166,UID_8020498135571319065,"@cvfKG9m249 Dear Paramjit,

Clarification: The audio in the referred clip does NOT belong to Dr Jamshed J Irani, Former Managing Director, Tata Steel.

Request you to refrain from propagating false/fake news. Seek your cooperation.

Regards,
Team Tata Steel
https://t.co/YKEvRLfhaeigJo~b4cqA"
45,TID_6882327769482551019,UID_7834882179677415811,"Based on the complaint of a university official, an FIR has been registered against 8 students and 14 outsiders. https://t.co/XX8BG1G3lmmpZT-dhs_S"
46,TID_14995320861880054444,UID_7029415367074276312,कोई फैक्ट चैक करके बताएगा या @mZFW8AK3 @e7PW5YRkN1 @boCn3quofQ @fcE5T188H कोई अपनी मानवीय टिप्पणी करेंगे? https://t.co/xgTW6Z3PAqKIFI1fiMQN
47,TID_2610196304506122566,UID_1316501248629804879,"Sabarimala rush: Heart-wrenching video of crying child seeking help to find his father emerges; WATCH
.
#Sabrimala #ViralVideo #Darshan #LordAyyappa #Pandalam #Nilakkal https://t.co/SU7EdH1eI5Ee8xHD9Z:N"
48,TID_16116927906136193547,UID_15398739449649741613,"Hello @gN8Hj8fVr chachi .

No RSS and Bajrang dal in Sweden .

MusIims attacked the Eritrean community festival in Sweden.

Retweet it . 

 https://t.co/OA3L88ZLgxU_adG_P1hr"
49,TID_13201978691720117018,UID_15855799189585990086,"आज से कर्नाटका में किसी भी कॉलेज में हिजाब पर रोक टोक नहीं।

Hijab ALLOWED To All Colleges In KARNATAKA From TODAY.❤️
Thank You So Much .. https://t.co/wKzDPTh-b1Cfz7jqgNQy"
50,TID_1901515133575228923,UID_2543538727687535101,"PM @oRLfV2xHG8Og ji's Govt is committed to ensuring Safety and Trust of all DigitalNagriks using Internet

Under the IT rules notified in April, 2023 - it is a legal obligation for platforms to

➡️ensure no misinformation is posted by any user  AND

➡️ensure that when reported by"
51,TID_16973563218159574458,UID_8344402099890332756,"Αλλη μια μικρή ""λεπτομέρεια"" για το ποιους υποστηρίζουν οι διαταραγμένοι της αριστεράς. https://t.co/4mF7gNj98f3xz~wnpzuE"
52,TID_15377069295069509818,UID_1744180022253788184,Bhagwant Mann AAP Rule Starts in Punjab 😂🍻 https://t.co/AtDB0k-j7q339syF1~v:
53,TID_3628981252446020136,UID_10963715800651031608,"My latest for the Washington Post :   In Modi’s India, hatred toward Muslims is being inflamed by authorities https://t.co/6YY-ImeW4DA7yrDLONSw"
54,TID_16154043309002106748,UID_16371204876076456164,भगवा तो दूर की बात अब इन्हें तिरंगा भी नहीं चाहिए ? https://t.co/uD~cxKALFVZ4ySbLxEU-
55,TID_5913617836287723486,UID_13145170244503254647,"मुस्लिम महिलाओं ने हिन्दू महिला पर बुर्का पहनने का डाला दबाव।

कहा, बस में चढ़ने से पहले बुर्का पहन कर आया करो। https://t.co/lLw5UxWb~PnFb0iBzWhK"
56,TID_5090425631372695048,UID_12534026690627115859,"*Just ZOOM and see at New York Stock exchange what is displayed in digital display.* 
Jai hind 🇮🇳🇮🇳🇮🇳
Bharath maatha ki jai 🚩🚩 https://t.co/YSzEH4ypEI6k7e6g1:IY"
57,TID_5954961288522084843,UID_5107653398755811925,"Malabar gold is a Muslim owned shop, scholarship is given only for the Muslim girls. We Hindus should...? https://t.co/XzTo9v3c1Ths1QF2bKO1"
58,TID_7963449097641988284,UID_7973121764438258606,"कल 20 मार्च को खजुरी से लेकर करावल नगर तक विशेष समुदाय के लोगो ने हिन्दुओ के बच्चे जो 12 th का पेपर देकर लौट रहे थे चाकूओं से हमला किया तकरीबन 20 से ज्यादा बच्चे बुरी तरह घायल पुलिस औऱ नेता मोन क्यों  
@cu1KPOMJEWo https://t.co/X8AX3fVhqYljOGeSiyOp"
59,TID_15922385054803622068,UID_11064378630862288536,"दोस्तों ये कौन सा उपचार कर रहा है ।शर्म कर लो मोलविओ । किसी की बहन बेटी के साथ इतना गंदा काम कर रहे हो ,पता नहीं कैसे लोग है जो इन पाखंडियों के पास अपनी बहन बेटियों को ले जाते है ।शर्म कर लो 😡😡😡

@w5uVo4gQSOjL1 https://t.co/HI-gdOM0QWe4Rpas5sL2"
60,TID_13810215270450998125,UID_10086235079952447591,"Amid all the hype and claims of economic revolution in the country in last 9 years, a Surat based diamond trader was forced to throw away his diamonds on the streets after getting frustrated over failure to create demand for his business in the current challenging business https://t.co/jRaLvYbCYnAZOfUeGYst"
61,TID_11771060982050974697,UID_17367576295805931097,"RSS Sarakaryavah Dattatreya Hosabale congratulated Dr S Somanath, Chairman of ISRO on successfully leading of #Chandrayan3, at Rashtrotthana Parishat, Chamarajapete, Bengaluru. https://t.co/qPyOVzewDP67dAYtwpbP"
62,TID_6038572692129777086,UID_14055782895628766447,"ये देख लो ट्रेन में भी ठुल्लो की दादागिरी अब हिंदू एक नही होने के कारण सब जगह मार खाता ही रहेगा।
कुछ लोग फिर भी कहते हैं कि उनके लिए इतना जहर क्यों है दिल में😠
ये कौम असुरों का दूसरा स्वरूप है✍️

#जागो_हिन्दुओं_जागो🙏 https://t.co/3PWzbcET6fVRC8rRS82u"
63,TID_16729832702630897730,UID_2043132880031866227,Mesmerising musical beats and excitement fill the air as the Karnataka Bharat Gaurav Kashi Darshana #BharatGaurav tourist train departed today from Bengaluru Cant. Railway Station. https://t.co/cNmrI6qQ9DTvlyIBGlgO
64,TID_7491671430149989392,UID_8869893107684278780,"कुतुबमीनार मुगलों ने बनाया था, सबुत के तौर पर कुतुबमीनार के लोहस्तंभ पर देखो मुगलों के पूर्वजों के नाम लिखे हैं, विश्वास नहीं हो रहा तो zoom करके देख लो 🧐🧐 https://t.co/bMgg4FSb32QVHsmnYrBa"
65,TID_2015552966760079867,UID_10804104810481778186,वंदे भारत Kasaragod to Trivandrum ONAM SPECIAL https://t.co/dVjBjHxmPZnbsARBJV-D
66,TID_13164546373795208919,UID_8367003381714462844,"सपा के राष्ट्रीय अध्यक्ष अखिलेश यादव (@dsECF4Ym2qW1N) ने NDTV से कहा, 'क्या मैं बेटी का एडमिशन कराने लंदन नहीं जा सकता?' https://t.co/M9-oWJbYFMq0dZHYEPHp"
67,TID_3608754650541640599,UID_11279284756447933955,"#FakeNews Alert 🚨: 

सोशल मीडिया पर एक वीडियो हो रहा है वायरल।

इस वीडियो को #राजस्थान का बताया जा रहा है, 
जबकि यह बात सरासर झूठ है। 

भ्रामक जानकारी वाले इस वीडियो को फॉरवर्ड ना करें।

#RajasthanPolice https://t.co/4t4Noiwn_r3_uJzsbiW0"
68,TID_12561518424839892448,UID_1763196906377885407,"समुंदर में ब्रिज बना सकते है, भूगर्भ मेट्रो बना सकते है, किंतु जमीन पर खड़े बिना रोड बना नहीं सकते.
Borivali East एक राज्य से भी बड़ा बजट होने के बावजूद मुंबई महानगरपालिका की लापरवाही देखिए। https://t.co/EfMfogh6s2hyRMHOS3Np"
69,TID_15632633802488550908,UID_13654359522045600394,"An incredible video, showing what can happen when two EVs collide. Note that both sides of the freeway have been shut down and there are no fire apparatus present because, once a lithium battery ignites, it cannot be easily extinguished and the fumes are toxic. https://t.co/uB363eBIRxiBaNg71Kzz"
70,TID_12662533460575930980,UID_11680197149320721049,#PulwamaAttack2019 💔 https://t.co/6cq_KBpkXuXAgbNSNTAp
71,TID_10939307519996960648,UID_13068974702899979256,"@b9Ka7OrOOfrOsNi उक्त वायरल वीडियो दो पक्षों के बीच गांव में हुए आपसी विवाद के संबंध में है। 

पुलिस द्वारा दोनों पक्षों के विरुद्ध गंभीर धाराओं में अभियोग पंजीकृत कर प्रभावी एवं निष्पक्ष कार्रवाई की जा रही है।"
72,TID_15454696903286196988,UID_16284516066175139938,"Dimwit Sanghis and ₹2 BJP trolls - I pity you, since you neither have friends nor people who like to hang around with you. 

The gentleman in the pic is Rahul Gandhi’s childhood friend Amitabh Dubey and the lady is Amitabh’s wife, Amulya. 

You miserable losers get a life! https://t.co/6LfBUWarWgaDyifWFG9F"
73,TID_17913175466210484222,UID_10438816273320369056,"Shraddha fell in love with Aftab, eloped with him to Delhi against her parents' wishes. They started living in a flat in Mehrauli

Now, it's found that Aftab chopped her body into 35 pieces &amp; bought a fridge to store them &amp; threw them at various locations over a period of 18 days https://t.co/aF5NuhmACcc78a4Tf1G2"
74,TID_10804606037679047761,UID_2291159061702494750,सबका साथ - सबका विकास - सभी को शराब !! https://t.co/IwTwMjfvx4hTS9idCRVT
75,TID_16088197088442159253,UID_4231972870895237565,"चूरू(राजस्थान) में गाड़ी हटाने की बात पर विशेष धर्म के युवक ने की हिंदू ट्रैफिक पुलिसकर्मी से अभद्रता, कहा: मंत्रीजी की कोठी पर आ जाना, घबराया पुलिसकर्मी सड़क पर ही फूट-फूट कर लगा, ये है कांग्रेस राज मे पुलिस तक की हालत तो आम आदमी का क्या होगा , 
@ent8pCRBi3PVr https://t.co/sOe3mNnkYS32V:suYvp7"
76,TID_14035689902145388573,UID_11534588218160852144,"@mj0HJwzcQR7MY @oRLfV2xHG8Og आपकी सुपुत्री @pLOMNaW30a0 वहाँ राफा के इस्लामी आतंकीयोंको सपोर्ट कर रही है, उसको भी थोडासा ज्ञान जरूर बाँटे!"
77,TID_2447635113303312389,UID_9020862882225427290,"Congratulations Communist Party of India for being named in top 20 deadliest terror groups of 2022. Your name is found amoung your sister concerns ie jehadi outfits.

Try to be in top 10 next time. https://t.co/v2:yiAB--5:WIA8V3xdM"
78,TID_9494584647814318438,UID_5407918225690890582,"In a shocking incident, a 9-year-old girl was thrown away by a man in #Kerala's Kasargod. The incident was captured on CCTV. #Shocking #NewsMo https://t.co/n-LrpU5fN4a3KMk:XHid"
79,TID_17577933210099788975,UID_12854248647373307589,"फक्त इतकेच..

इतके पोहे तर आम्ही रोज सकाळी नाशत्यात खातो ! 

😅😅 https://t.co/ppyp1pB5:1sXd3cL6iJN"
80,TID_5778421712938505774,UID_10864111256696841739,Muslim immigrant in Holland urinates on the pork section of the supermarket as another films saying ‘we don't eat pork’ 😡 https://t.co/Nwx0qX3z~ew7~Y4D:z:G
81,TID_1066530195079847763,UID_13143972983783750256,"A small iftar party thrown by Maulana Abul Kalam Azad for some of his acquaintances. 

Pic courtesy Pervez Muzaffar https://t.co/T16FYS_tVHn6AvMKKilc"
82,TID_7068248524817379587,UID_7442765977482374386,"मेरी ट्विटर आईडी से 2 दिन पहले त्रुटि वस एक Morphed फोटो पोस्ट की गई थी, जो कि इंटरनेट पे पड़ी थी, जिसकी जानकारी मुझे मिलते ही मैंने उस ट्वीट को डिलीट कर दिया था।
यदि मेरे उस ट्वीट से किसी की भावनाएं आहत हुई है तो उसके लिए मुझे खेद है।"
83,TID_12707757970163936449,UID_17007968500547781157,"केंद्रीय वित्त मंत्री निर्मला सीतारमण।
अपने पिता के साथ कितनी सादगी, सरलता और संस्कारवान निम्न मध्यम वर्ग जैसा रहन सहन है।
धन्य हैं निर्मलाजी और उनके पिताश्री जो सादगी, ईमानदारी और हिंदुत्व की अद्भुत मिसाल हैं।
सरकारी बाबू, पटवारी, सिपाही, सरपंच भी इससे अधिक ठाठ-बाट से रहते हैं। https://t.co/h85~ZMWoTsuMF4xz9TkR"
84,TID_1103656471733836751,UID_17931718170016036826,"Rahul Gandhi join with Manmohan Singh’s daughter Amrit Singh in #Uzbekistan Trip who works for #GeorgeSoros’s Open Society Justice Initiative.

Pappu looks Terrified in the 1st photo. Looks like Thief got caught red handed...

#RahulGandhi https://t.co/O4YR6UiwMnZjTRobLhrc"
85,TID_6017912696130890416,UID_3510826001753957512,"Wake up, India! 🚨 Take a look at this alarming video showing how Myanmar terrorist/migrants used drones to carry out attacks in our Indian territory, resulting in the loss of many Indian lives. Let's stay vigilant and address this serious concern. #WakeupIndia #SecurityMatters https://t.co/uCxBBr6SFWU~gyQ7OLiQ"
86,TID_3559045576231222003,UID_15424367004831861556,जिन्होंने आपको अध्यक्ष बनाया उनके बारे में ऐसा बोलना ठीक नहीं है खड़गे जी। https://t.co/_2cPAEjAxJ8UIHyf1q_x
87,TID_2939351512046498396,UID_10656307656982046745,"Count the No of Shoes 👞 hurled at Akhilesh Yadav

Correct answer will get a gift hamper https://t.co/vSncQnE85POpqZV~XgxR"
88,TID_17578913300700705640,UID_17775758831897637254,"शुकराना बाबा महिलाओं के साथ कमरे में सेक्सी पूजा करते हुए रंगे हाथों पकड़ा गया कर दी गई जमकर पिटाई
ईश्वर धर्म बना बाबाओं  के लिए अय्याशी का अड्डा
वीडियो तेजी से सोशल मीडिया पर वायरल हो रहा है गुरु जी महाराज बाबाओं से सावधान रहो यह सब कामवासना से भरे हुए हैं https://t.co/F:pYd:nbmgd1M5Pg2VGs"
89,TID_15794346543577948681,UID_12036779160369429426,"एक बेरोज़गार बंदा 😳

https://t.co/j9Lnh531S-vthRKKzc~u"
90,TID_1168231925574198170,UID_7029415367074276312,किसी और के लिए बम ले जा रहा था जिहादी.. ख़ुद ही 72 हूरों के पास पहुंच गया.. https://t.co/5IIDYE70X6BGwalPpGC8
91,TID_6419010086096830567,UID_6530513191643983966,"#AmritpalSinghExposed
जिस प्रकार गुजरात में बेट द्वारका के पास हजारों अवैध मुसलमान बसे थे उस आधार पर अंदाजा लगाया जा सकता है कि देश में सैकड़ों कसाब बसाए जा चुके हैं - @jYlk_tFBENUT जी (23-03-2023)
देश में बडे हमलों के एक साथ अंजाम देने की‌ कुछ तो बडी तैयारी चल रही है।
सावधान रहे https://t.co/LmV5Gm-~BjsiEOIJs:VW"
92,TID_11301821160243984015,UID_8596586002236791209,पूर्णिया में गणतंत्र दिवस के मौके पर फहराया पाकिस्तानी झंडा ! https://t.co/kyIaJ~I2w7FKLlYfPkpY
93,TID_4829233135019542030,UID_418536573127437944,"Bandra Railway Station (west) in Mumbai 
But हनुमान चालीसा not allowed.

हनुमान चालीसा घर पर पढ़ें क्यूँ कि सड़क जाम है...
ठाकरे सरकार https://t.co/fM~YQoPsXDsfUmSjOMCn"
94,TID_12530064535760978463,UID_12740562579043654019,ये फोटो किसान आंदोलन की है. और ये तीनों पहलवान अब सोना जीतकर आए हैं !! https://t.co/sNiBGq6a79Gv-0USIUKu
95,TID_10002725531900881144,UID_12962784540579661611,"#WATCH | West Bengal CM Mamata Banerjee expresses condolences to PM Modi, over the demise of his mother Heeraben Modi, during an event in Howrah that was attended by PM Modi through video conferencing.

(Source: DD) https://t.co/5vR1hAACZTQqDgq-0jG3"
96,TID_17005020331527697813,UID_18099853626496485812,ऑल इंडिया मजलिस ए इत्तेहादुल मुस्लिमिन राष्ट्रीय प्रवक्ता जनाब @u34ARGtQRDT सहाब और मुंबई महिला अध्यक्ष रिजवाना ईसा खान के फोटो पर गलत टिप्पणी करने वालों पर  मालवानी पोलिस ठाणे में F.I.R दर्ज करवाते हुऐ। @nj33cOhKbZZN8P https://t.co/j0Tr2Pc3jM:_I54f~vID
